Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0610      -18857.4420  -18859.8229       2.3809   511.7
0.0620      -18857.4281  -18859.6066       2.1785   468.2
0.0630      -18857.4127  -18859.3377       1.9251   413.7
0.0640      -18857.4202  -18859.2290       1.8087   388.7
0.0650      -18857.4252  -18859.2004       1.7752   381.5
0.0660      -18857.4257  -18859.1591       1.7333   372.5
0.0670      -18857.4173  -18859.1070       1.6896   363.1
0.0680      -18857.4168  -18859.1552       1.7384   373.6
0.0690      -18857.4230  -18859.3187       1.8956   407.4
0.0700      -18857.4317  -18859.5024       2.0707   445.0
0.0710      -18857.4338  -18859.5867       2.1529   462.6
0.0720      -18857.4280  -18859.5520       2.1240   456.5
0.0730      -18857.4303  -18859.4668       2.0365   437.6
0.0740      -18857.4245  -18859.3188       1.8943   407.1
0.0750      -18857.4206  -18859.1729       1.7523   376.6
0.0760      -18857.4181  -18859.0929       1.6749   359.9
0.0770      -18857.4233  -18859.1035       1.6801   361.1
0.0780      -18857.4262  -18859.1320       1.7057   366.6
0.0790      -18857.4223  -18859.1348       1.7125   368.0
0.0800      -18857.4156  -18859.1786       1.7630   378.9
0.0810      -18857.4239  -18859.3556       1.9317   415.1
0.0820      -18857.4407  -18859.5426       2.1019   451.7
0.0830      -18857.4348  -18859.5108       2.0760   446.1
0.0840      -18857.4238  -18859.3198       1.8960   407.4
0.0850      -18857.4144  -18859.1426       1.7282   371.4
0.0860      -18857.4180  -18859.1128       1.6948   364.2
0.0870      -18857.4284  -18859.1747       1.7463   375.3
0.0880      -18857.4306  -18859.1696       1.7390   373.7
0.0890      -18857.4154  -18859.0796       1.6643   357.6
0.0900      -18857.4101  -18859.1199       1.7097   367.4
0.0910      -18857.4265  -18859.3636       1.9371   416.3
0.0920      -18857.4374  -18859.5893       2.1519   462.4
0.0930      -18857.4397  -18859.6177       2.1780   468.1
0.0940      -18857.4228  -18859.4377       2.0149   433.0
0.0950      -18857.4182  -18859.2743       1.8562   398.9
0.0960      -18857.4242  -18859.2052       1.7810   382.7
0.0970      -18857.4283  -18859.1336       1.7054   366.5
0.0980      -18857.4215  -18858.9982       1.5767   338.8
0.0990      -18857.4137  -18858.8958       1.4821   318.5
0.1000      -18857.4159  -18858.9410       1.5251   327.7
0.1010      -18857.4207  -18859.1127       1.6920   363.6
0.1020      -18857.4315  -18859.3186       1.8872   405.6
0.1030      -18857.4297  -18859.4187       1.9890   427.4
0.1040      -18857.4272  -18859.4271       1.9999   429.8
0.1050      -18857.4284  -18859.3812       1.9529   419.7
0.1060      -18857.4293  -18859.2581       1.8287   393.0
0.1070      -18857.4173  -18859.0636       1.6464   353.8
0.1080      -18857.4182  -18858.9497       1.5316   329.1
0.1090      -18857.4259  -18858.9094       1.4835   318.8
0.1100      -18857.4215  -18858.8438       1.4223   305.7
0.1110      -18857.4165  -18858.8056       1.3891   298.5
0.1120      -18857.4116  -18858.8889       1.4773   317.5
0.1130      -18857.4247  -18859.1499       1.7251   370.7
0.1140      -18857.4428  -18859.3965       1.9538   419.9
0.1150      -18857.4384  -18859.3717       1.9333   415.5
0.1160      -18857.4153  -18859.1515       1.7362   373.1
0.1170      -18857.4182  -18859.0413       1.6231   348.8
0.1180      -18857.4279  -18859.0254       1.5975   343.3
0.1190      -18857.4281  -18858.9567       1.5286   328.5
0.1200      -18857.4218  -18858.8187       1.3969   300.2
0.1210      -18857.4098  -18858.7232       1.3134   282.2
0.1220      -18857.4146  -18858.8374       1.4229   305.8
0.1230      -18857.4290  -18859.0983       1.6693   358.7
0.1240      -18857.4377  -18859.2878       1.8501   397.6
0.1250      -18857.4266  -18859.2954       1.8688   401.6
0.1260      -18857.4232  -18859.2644       1.8412   395.7
0.1270      -18857.4273  -18859.2550       1.8277   392.8
0.1280      -18857.4304  -18859.1989       1.7684   380.0
0.1290      -18857.4254  -18859.0467       1.6213   348.4
0.1300      -18857.4136  -18858.8810       1.4675   315.4
0.1310      -18857.4171  -18858.8577       1.4406   309.6
0.1320      -18857.4277  -18858.9276       1.5000   322.3
0.1330      -18857.4236  -18858.9502       1.5266   328.1
0.1340      -18857.4123  -18858.9961       1.5839   340.4
0.1350      -18857.4287  -18859.2011       1.7724   380.9
0.1360      -18857.4369  -18859.3607       1.9238   413.4
0.1370      -18857.4300  -18859.3385       1.9085   410.1
0.1380      -18857.4227  -18859.2200       1.7973   386.2
0.1390      -18857.4178  -18859.1290       1.7112   367.7
0.1400      -18857.4272  -18859.1218       1.6947   364.2
0.1410      -18857.4315  -18859.0644       1.6329   350.9
0.1420      -18857.4189  -18858.8957       1.4768   317.4
0.1430      -18857.4078  -18858.8068       1.3990   300.6
0.1440      -18857.4204  -18858.9524       1.5321   329.2
0.1450      -18857.4308  -18859.1758       1.7450   375.0
0.1460      -18857.4387  -18859.3017       1.8630   400.4
0.1470      -18857.4262  -18859.2422       1.8160   390.2
0.1480      -18857.4149  -18859.1774       1.7625   378.8
0.1490      -18857.4314  -18859.2507       1.8193   391.0
0.1500      -18857.4399  -18859.2364       1.7965   386.1
0.1510      -18857.4198  -18859.0141       1.5943   342.6
0.1520      -18857.4059  -18858.8624       1.4565   313.0
0.1530      -18857.4218  -18858.9707       1.5489   332.9
0.1540      -18857.4315  -18859.1330       1.7014   365.6
0.1550      -18857.4278  -18859.1978       1.7700   380.4
0.1560      -18857.4173  -18859.2319       1.8146   390.0
0.1570      -18857.4236  -18859.3824       1.9588   420.9
0.1580      -18857.4380  -18859.5649       2.1269   457.1
0.1590      -18857.4405  -18859.5601       2.1196   455.5
0.1600      -18857.4242  -18859.3295       1.9053   409.5
0.1610      -18857.4128  -18859.1041       1.6914   363.5
0.1620      -18857.4220  -18859.0397       1.6177   347.6
0.1630      -18857.4265  -18859.0151       1.5886   341.4
0.1640      -18857.4243  -18858.9478       1.5235   327.4
0.1650      -18857.4124  -18858.8964       1.4841   318.9
0.1660      -18857.4154  -18859.0335       1.6181   347.7
0.1670      -18857.4344  -18859.3150       1.8806   404.1
0.1680      -18857.4386  -18859.4726       2.0340   437.1
0.1690      -18857.4200  -18859.4501       2.0301   436.3
0.1700      -18857.4233  -18859.4765       2.0533   441.2
0.1710      -18857.4364  -18859.5139       2.0774   446.4
0.1720      -18857.4320  -18859.3714       1.9394   416.8
0.1730      -18857.4197  -18859.0934       1.6737   359.7
0.1740      -18857.4044  -18858.8871       1.4827   318.6
0.1750      -18857.4178  -18858.9593       1.5415   331.3
0.1760      -18857.4382  -18859.1276       1.6893   363.0
0.1770      -18857.4287  -18859.1131       1.6844   362.0
0.1780      -18857.4088  -18859.0506       1.6418   352.8
0.1790      -18857.4170  -18859.2161       1.7991   386.6
0.1800      -18857.4374  -18859.4984       2.0610   442.9
0.1810      -18857.4434  -18859.5876       2.1442   460.8
0.1820      -18857.4293  -18859.3849       1.9557   420.3
0.1830      -18857.4047  -18859.1194       1.7148   368.5
0.1840      -18857.4140  -18859.1271       1.7131   368.1
0.1850      -18857.4358  -18859.2865       1.8507   397.7
0.1860      -18857.4352  -18859.2826       1.8473   397.0
0.1870      -18857.4122  -18859.1332       1.7209   369.8
0.1880      -18857.4097  -18859.1571       1.7474   375.5
0.1890      -18857.4292  -18859.4032       1.9740   424.2
0.1900      -18857.4416  -18859.5937       2.1520   462.5
0.1910      -18857.4337  -18859.5397       2.1060   452.6
0.1920      -18857.4150  -18859.3636       1.9486   418.7
0.1930      -18857.4238  -18859.3060       1.8822   404.5
0.1940      -18857.4325  -18859.2588       1.8263   392.5
0.1950      -18857.4203  -18859.0942       1.6738   359.7
0.1960      -18857.4072  -18858.9915       1.5843   340.5
0.1970      -18857.4239  -18859.1219       1.6980   364.9
0.1980      -18857.4308  -18859.2890       1.8582   399.3
0.1990      -18857.4269  -18859.3790       1.9520   419.5
0.2000      -18857.4241  -18859.4420       2.0179   433.6
0.2010      -18857.4191  -18859.5457       2.1266   457.0
0.2020      -18857.4374  -18859.7228       2.2854   491.1
0.2030      -18857.4451  -18859.7188       2.2737   488.6
0.2040      -18857.4260  -18859.4111       1.9851   426.6
0.2050      -18857.4016  -18859.0840       1.6824   361.5
0.2060      -18857.4115  -18859.0753       1.6638   357.5
0.2070      -18857.4359  -18859.2542       1.8182   390.7
0.2080      -18857.4431  -18859.2623       1.8192   390.9
0.2090      -18857.4155  -18859.0301       1.6146   347.0
0.2100      -18857.3960  -18858.9779       1.5819   339.9
0.2110      -18857.4292  -18859.3641       1.9349   415.8
0.2120      -18857.4521  -18859.7383       2.2863   491.3
0.2130      -18857.4411  -18859.7318       2.2907   492.3
0.2140      -18857.4137  -18859.4962       2.0825   447.5
0.2150      -18857.4120  -18859.4043       1.9922   428.1
0.2160      -18857.4263  -18859.4924       2.0661   444.0
0.2170      -18857.4358  -18859.5447       2.1089   453.2
0.2180      -18857.4308  -18859.4258       1.9949   428.7
0.2190      -18857.4150  -18859.2357       1.8207   391.3
0.2200      -18857.4165  -18859.2108       1.7943   385.6
0.2210      -18857.4280  -18859.3510       1.9230   413.3
0.2220      -18857.4337  -18859.4805       2.0468   439.8
0.2230      -18857.4238  -18859.5147       2.0910   449.3
0.2240      -18857.4238  -18859.5674       2.1436   460.7
0.2250      -18857.4321  -18859.6252       2.1930   471.3
0.2260      -18857.4302  -18859.5630       2.1328   458.3
0.2270      -18857.4175  -18859.4067       1.9892   427.5
0.2280      -18857.4084  -18859.3546       1.9462   418.2
0.2290      -18857.4330  -18859.5171       2.0841   447.9
0.2300      -18857.4464  -18859.5770       2.1306   457.9
0.2310      -18857.4218  -18859.3627       1.9410   417.1
0.2320      -18857.4023  -18859.2247       1.8224   391.6
0.2330      -18857.4225  -18859.4352       2.0127   432.5
0.2340      -18857.4439  -18859.7178       2.2738   488.6
0.2350      -18857.4415  -18859.7275       2.2860   491.3
0.2360      -18857.4219  -18859.4795       2.0576   442.2
0.2370      -18857.4046  -18859.2691       1.8644   400.7
0.2380      -18857.4174  -18859.3347       1.9173   412.0
0.2390      -18857.4367  -18859.5010       2.0642   443.6
0.2400      -18857.4391  -18859.4806       2.0415   438.7
0.2410      -18857.4169  -18859.2597       1.8428   396.0
0.2420      -18857.4032  -18859.1774       1.7742   381.3
0.2430      -18857.4276  -18859.4190       1.9914   428.0
0.2440      -18857.4429  -18859.6557       2.2128   475.5
0.2450      -18857.4319  -18859.6465       2.2146   475.9
0.2460      -18857.4174  -18859.5309       2.1136   454.2
0.2470      -18857.4223  -18859.5065       2.0843   447.9
0.2480      -18857.4294  -18859.5132       2.0838   447.8
0.2490      -18857.4279  -18859.4378       2.0100   431.9
0.2500      -18857.4188  -18859.3106       1.8918   406.5
0.2510      -18857.4198  -18859.2682       1.8484   397.2
0.2520      -18857.4297  -18859.3104       1.8806   404.1
0.2530      -18857.4258  -18859.3209       1.8951   407.2
0.2540      -18857.4241  -18859.3378       1.9137   411.3
0.2550      -18857.4215  -18859.4055       1.9840   426.4
0.2560      -18857.4274  -18859.5452       2.1178   455.1
0.2570      -18857.4383  -18859.6448       2.2065   474.2
0.2580      -18857.4318  -18859.5424       2.1106   453.6
0.2590      -18857.4129  -18859.3295       1.9167   411.9
0.2600      -18857.4117  -18859.2739       1.8622   400.2
0.2610      -18857.4321  -18859.3896       1.9576   420.7
0.2620      -18857.4368  -18859.4110       1.9742   424.2
0.2630      -18857.4269  -18859.2644       1.8375   394.9
0.2640      -18857.4123  -18859.1159       1.7036   366.1
0.2650      -18857.4174  -18859.1781       1.7607   378.4
0.2660      -18857.4336  -18859.3732       1.9396   416.8
0.2670      -18857.4371  -18859.4516       2.0145   432.9
0.2680      -18857.4249  -18859.3460       1.9211   412.9
0.2690      -18857.4136  -18859.2286       1.8150   390.1
0.2700      -18857.4218  -18859.2508       1.8290   393.0
0.2710      -18857.4260  -18859.3206       1.8946   407.1
0.2720      -18857.4309  -18859.3602       1.9293   414.6
0.2730      -18857.4283  -18859.3165       1.8882   405.8
0.2740      -18857.4210  -18859.2479       1.8269   392.6
0.2750      -18857.4275  -18859.2483       1.8208   391.3
0.2760      -18857.4307  -18859.2350       1.8043   387.7
0.2770      -18857.4230  -18859.1606       1.7376   373.4
0.2780      -18857.4183  -18859.1296       1.7113   367.7
0.2790      -18857.4275  -18859.1853       1.7577   377.7
0.2800      -18857.4277  -18859.2032       1.7755   381.6
0.2810      -18857.4251  -18859.1599       1.7348   372.8
0.2820      -18857.4153  -18859.1094       1.6941   364.1
0.2830      -18857.4157  -18859.1944       1.7787   382.2
0.2840      -18857.4373  -18859.3922       1.9548   420.1
0.2850      -18857.4387  -18859.4192       1.9805   425.6
0.2860      -18857.4215  -18859.2476       1.8261   392.4
0.2870      -18857.4148  -18859.1213       1.7064   366.7
0.2880      -18857.4247  -18859.1417       1.7170   369.0
0.2890      -18857.4296  -18859.1770       1.7474   375.5
0.2900      -18857.4323  -18859.1261       1.6937   364.0
0.2910      -18857.4209  -18858.9579       1.5370   330.3
0.2920      -18857.4072  -18858.8415       1.4343   308.2
0.2930      -18857.4181  -18858.9562       1.5381   330.5
0.2940      -18857.4314  -18859.1597       1.7283   371.4
0.2950      -18857.4343  -18859.2477       1.8134   389.7
0.2960      -18857.4226  -18859.1955       1.7729   381.0
0.2970      -18857.4171  -18859.1766       1.7595   378.1
0.2980      -18857.4238  -18859.2787       1.8549   398.6
0.2990      -18857.4365  -18859.3922       1.9556   420.3
0.3000      -18857.4331  -18859.3367       1.9036   409.1
