r,g
0.0,0.0
2.849256897632969,0.0
2.9660295590746037,0.0
3.0191081151766643,0.03770221960923462
3.0721866712787245,0.09694809508786525
3.125265227380785,0.2262118794392724
3.1783437834828456,0.4470378449111958
3.2208067903473925,0.7701976139788855
3.273885346449453,1.1741473253134977
3.3269639025515136,1.6157990507978968
3.3694269094160605,2.046678640158426
3.422505465518121,2.402154406678829
3.4755840216201817,2.6606822322059536
3.5180462185702366,2.8061041693783033
3.571124774672297,2.854578114192512
3.6348196899263634,2.8168761514075875
3.6772818868764183,2.709156228385024
3.730360442978479,2.558348274515601
3.7834389990805395,2.3859964593173344
3.8259020059450863,2.2028726107249215
3.878980562047147,2.014362745435436
3.9214435689116938,1.8420108275074452
3.9745221250137543,1.6750449262765272
4.027600681115814,1.5242370751368284
4.070063687980362,1.3895871713586243
4.1231422440824215,1.2657093009745661
4.176220800184483,1.1633752919193519
4.229299356286543,1.0664274022909346
4.2717623631510895,0.9802513405972152
4.32484091925315,0.9156195511512355
4.377919475355211,0.850987556245808
4.430998031457271,0.7863555613403804
4.526538784509388,0.710951533040807
4.622080347475995,0.6517056575621765
4.717621910442602,0.5978456960508948
4.8343945718842365,0.5547577679337591
4.951167233325871,0.5385998205722642
5.089171803157026,0.5278277871781183
5.205944464598661,0.5332137011454673
5.312101576802782,0.5493716485069622
5.428874238244417,0.570915715295254
5.5456477096005425,0.6086177294450407
5.683651469517205,0.6570915715295255
5.80042413095884,0.700179705106109
5.895965693925447,0.7486535471905937
6.002122806129568,0.7971275947345264
6.097664369096176,0.8456014368190111
6.1825903828252695,0.8940754843629437
6.278131135877385,0.9425495319068764
6.384288248081506,0.9910233739913611
6.4692142618106,1.0341113021084969
6.585986923252235,1.0879712636197785
6.692144035456356,1.1202873638022162
6.819533056049996,1.168761205886701
6.9363057174916305,1.2010773060691387
7.042462829695752,1.2333932007921284
7.180466589612415,1.2657093009745661
7.339702257918596,1.2764811289092641
7.4989379262247775,1.271095214941915
7.6475580452934455,1.2495511481536232
7.7855626151246,1.2118493394632845
7.934182734193267,1.157989377952003
8.07218649410993,1.1095153304080703
8.188959509889155,1.0664274022909346
8.316347720568304,1.023339474173799
8.464967839636971,0.9856374600240121
8.592356860230613,0.9425495319068764
8.740976169384787,0.9156195511512355
8.90021183769097,0.8886895703955947
9.048831956759638,0.8779175370014488
9.20806762506582,0.8671455036073029
9.409766300236548,0.8671455036073029
9.62208052464479,0.8725314175746519
9.845010298290546,0.8994613983302927
10.078555621173816,0.9371634124800795
10.290869845582058,0.9694795126625172
10.460721873040244,0.996409493418158
10.651804998973459,1.023339474173799
10.864119223381701,1.0556553688967887
11.108280905416976,1.0771994356850805
11.352440967623268,1.0879712636197785
11.575371551183515,1.0771994356850805
11.830147972541814,1.0718133162582835
12.084926013729094,1.0556553688967887
12.46709064576654,1.0179533547470019
