r,g
0.0,0.0
2.8287292817679552,0.0
2.9392268565478243,0.016574521709694034
3.0386743703599786,0.08839789170753559
3.1270718232044192,0.21270727873292034
3.2375693979842888,0.4447514678469717
3.337016911796443,0.7209945079742553
3.4475144865763117,0.9447514046199481
3.5359119394207514,1.1602210087972815
3.635359453232907,1.2569061297461523
3.734806967045061,1.3011049807593844
3.8342544808572168,1.323204469493024
3.933701994669371,1.2928176882910254
4.033149508481527,1.2817680071512294
4.143647083261394,1.2182320560757944
4.24309459707355,1.1740332050625624
4.342542110885703,1.1381215200636419
4.441989624697859,1.0994475728473314
4.552486187845303,1.0745856954422546
4.640884652322168,1.038674010443334
4.729282105166607,1.0276243293035379
4.839779679946478,1.013812133038257
4.928177132790918,1.022099425506616
5.038674707570786,1.005524840569898
5.138122221382941,1.0165746481637417
5.248618784530386,1.0441989142402557
5.337017249007251,1.0718231803167697
5.447513812154696,1.1049723501902058
5.524862215663846,1.1546961682273835
5.734807304255869,1.1988950824676392
5.8342548180680245,1.1657459125942036
5.955801442183183,1.1298342275952828
6.055248955995338,1.0773480841136918
6.154696469807492,1.0469613029116929
6.232044873316643,1.0248619406321007
6.342541436464088,0.9917127707586648
6.441988950276243,0.997237548101539
6.541436464088396,0.9889502556331801
6.651934038868266,1.002762451898461
6.740331491712706,0.977900574493384
6.828729956189571,0.986187866961743
6.95027658030473,0.9751381858219468
7.038674033149171,0.9640883782281031
7.138121546961324,0.9558010857597442
7.259669182708909,0.9502763084168699
7.348066635553348,0.9281768196832301
7.436464088397789,0.9447514046199481
7.558011724145371,0.9226519158863081
7.668508287292815,0.9254144310117929
7.845304204614121,0.9364641121515891
8.055249293206144,0.9392265008230262
8.143646746050585,0.9475137932913851
8.342541773674895,0.9558010857597442
8.563535911602209,0.9751381858219468
8.740331828923516,1.005524840569898
8.939226856547823,1.0110497443668198
9.12707182320442,1.0276243293035379
9.348066972764155,1.0414365255688187
9.53591193942075,1.0441989142402557
9.745857028012775,1.0414365255688187
9.977901226907802,1.0359116217718967
