r,g
0.0,0.0
1.57668729299183,0.0
1.6871167387770818,0.08487106437305159
1.7730061204967646,0.1808119003676638
1.8098159357585146,0.28413303455389016
1.8466257510202655,0.3948341290988001
1.8957053174781975,0.5129151840023948
1.9325151327399483,0.6457564974562872
1.9693249480016992,0.8228782487281433
2.0184050761328374,1.0442804378179644
2.055214891394588,1.2952031440083809
2.12883452191809,1.575645691633534
2.153374024310452,1.8044281789149685
2.2024541524415913,2.025830368004789
2.2269936548339535,2.2841326967209596
2.2638034700957044,2.512915184002394
2.2883435341612737,2.638376368181138
2.374232915880956,2.756457592001197
2.411042731142707,2.630996238905989
2.460122859273845,2.50553488581078
2.4846623616662082,2.3062729156299415
2.5460122409935284,2.1070109454491033
2.5582819921897095,1.8929890545508967
2.5950918074514604,1.7011070447287422
2.644171935582599,1.4870848159976053
2.6809817508443494,1.2952031440083809
2.7177915661061,1.1402216116455066
2.742331068498463,1
2.7914111966296016,0.8819189450964059
2.852760514283715,0.6826569749155673
2.9263801448072164,0.5571956218203584
3.012270088200105,0.4538748254670627
3.1104292211159685,0.35793365163951985
3.2576684821629724,0.3431737309221522
3.404907743209975,0.3653139498311341
3.5521470042569776,0.42435430836646604
3.7116565781733675,0.5276754425526924
3.858895839220371,0.6531367956479013
4.006135100267373,0.7490776316425135
4.153374361314376,0.8450184676371257
4.386503565754268,0.9040591640053878
4.5582823291936325,0.9335793432730538
4.8036807231565,0.9852400792826324
4.938650794680527,1.0221402189089819
5.110429558119893,0.9852400792826324
5.220859003905146,0.9630998603736498
5.35582795208276,0.9926200396413158
5.490798023606787,1.0369004774592803
5.63803728465379,1.0811809152772445
5.797545735223768,1.1254613530952082
5.9570553091401575,1.1107010945449105
6.128834072579523,1.0959411738275422
6.300613959365302,1.066420656726946
6.484663035674056,1.0369004774592803
7.073620079862065,1.029520517100596
7.5644168677878,1
8.926380032472576,0.9926200396413158
9.220858554566577,1.0147602585502984
11.920245381543765,1.0147602585502984
