r,g
0.0,0.0
1.3794266344189021,0.0
1.4300168523414225,0.08421032621853741
1.4721754959344335,0.2989473627909395
1.4890386445934518,0.5452631542427718
1.5143337535547121,0.8294736828410394
1.5227657138569537,1.1705263171589606
1.5311972881864633,1.4926315829036634
1.5396288625159724,1.8842103406742325
1.5564923971477236,2.275789387558701
1.5733559317794739,2.591578960150299
1.5902190804384928,2.913684225895002
1.6070826150702435,3.1410526487736163
1.6239461497019945,3.43157887052499
1.6408092983610132,3.6905263373969337
1.649241258663254,3.9431578942803465
1.6745363676245144,4.075789474292872
1.7251265855470348,3.987368396858363
1.750421694508295,3.8042105488362408
1.784148377799065,3.4568420768082633
1.7925799521285737,3.1663157104999398
1.8263070213920756,2.875789488748566
1.8431701700510943,2.7052631715896056
1.860033704682845,2.4652630732908793
1.8684652790123544,2.2505263258323778
1.885328813644105,2.0168419206867574
1.919055496934875,1.7831578046550378
1.9359190315666257,1.5242103377830936
1.969645714857395,1.1642103348919544
1.9949408238186552,0.9431578942803465
2.053963002043417,0.741052533128056
2.096121259663696,0.5515788473958773
2.1635753981906984,0.362105161663699
2.2900509429969995,0.18526315135163252
2.4502527851213376,0.12210506336497273
2.58516029022988,0.13473673878508496
2.711635835036181,0.19789453765784448
2.871838449105983,0.362105161663699
2.9730188849510233,0.5452631542427718
3.1079256181141015,0.7599999017012737
3.268128232183904,0.9936840177329938
3.403035737292446,1.0884208605990826
3.546374430757765,0.9936840177329938
3.681281935866307,0.8736841131405808
3.824620629331627,0.8168420074209273
4.043844649680727,0.854736744567363
4.271500630332069,0.8799998062936867
4.4907254226266335,0.8863157885606929
4.743676512239233,0.9368419120133402
5.0303538991698735,0.9873683245798878
5.342327167007236,1.0252630617263236
5.629005325883338,1.0252630617263236
5.949409782077479,1.031578754879429
6.2698142382716195,1.031578754879429
6.590219466411225,1.0063156931531054
6.961214140527885,1
7.458684359450847,1
7.930860241358014,1
