dset_key                                ,group_key         ,1-body ,2-body ,3-body ,E_unit   ,R_unit   ,E_mae                 ,E_rmse                ,E_sse                  ,E_max_abs_err         ,F_mae                ,F_rmse               ,F_sse                   ,F_max_abs_err        ,time
md-sampling/140h2o-xtb.md-samples.exdir ,1h2o              ,True   ,False  ,False  ,kcal/mol ,Angstrom ,0.001032700104523044  ,0.001311271499111574  ,0.03182670380051665    ,0.010755761017096105  ,0.02258130544551355  ,0.03157654832670401  , 166.10329136045476     ,0.8593989296974837   ,140.82859444618225
md-sampling/140h2o-xtb.md-samples.exdir ,2h2o              ,False  ,True   ,False  ,kcal/mol ,Angstrom ,0.014498738315461484  ,0.019640355969789292  ,4.291011613065302      ,0.18537022019543883   ,0.06001035211668376  ,0.08457100004986058  ,1432.1101328261716      ,1.145302035215446    ,437.17730259895325
md-sampling/140h2o-xtb.md-samples.exdir ,3h2o              ,False  ,False  ,True   ,kcal/mol ,Angstrom ,0.027618535767990806  ,0.03907977126754573   ,7.636142611618463      ,0.26767784435793607   ,0.044013120868524803 ,0.0711302460991428   , 683.0341078668237      ,1.6010311621717046   ,140.08355498313904
isomers/h2o-temelso.etal.exdir          ,4h2o              ,True   ,True   ,True   ,kcal/mol ,Angstrom ,0.7879479939520361    ,0.8445534420262157    ,2.1398115493149854     ,1.028910430690707     ,0.6913350993906504   ,1.0569404653187384   , 120.64929990064465     ,3.003689531407702    ,  8.712693691253662
isomers/h2o-temelso.etal.exdir          ,4h2o/samples_1h2o ,True   ,False  ,False  ,kcal/mol ,Angstrom ,0.001063828147917375  ,0.0010642670064876854 ,1.359197113317911e-05  ,0.0010818801355378454 ,0.013729826115497726 ,0.0171110481271789   ,   0.031621100545148315 ,0.04179641695842281  ,  0.8275952339172363
isomers/h2o-temelso.etal.exdir          ,4h2o/samples_2h2o ,False  ,True   ,False  ,kcal/mol ,Angstrom ,0.014401233818962479  ,0.020919089680286933  ,0.00787694963493397    ,0.04835459963678039   ,0.05154332568575935  ,0.06900842067449917  ,   1.542940528172321    ,0.280454806155123    ,  5.087112188339233
isomers/h2o-temelso.etal.exdir          ,4h2o/samples_3h2o ,False  ,False  ,True   ,kcal/mol ,Angstrom ,0.13374657342533233   ,0.1477732488075076    ,0.2620431967575066     ,0.2854764421843429    ,0.20311951640921208  ,0.28069497980715796  ,  25.527853627216825    ,0.915038823401303    ,  2.9118077754974365
isomers/h2o-temelso.etal.exdir          ,5h2o              ,True   ,True   ,True   ,kcal/mol ,Angstrom ,1.2695467109869025    ,1.4443427221319367    ,14.602881292828448     ,2.6885959029424775    ,0.8398949102975896   ,1.3427318415284986   , 567.9225714501715      ,6.000428303633254    , 12.417449235916138
isomers/h2o-temelso.etal.exdir          ,5h2o/samples_1h2o ,True   ,False  ,False  ,kcal/mol ,Angstrom ,0.0010687872459977917 ,0.0010718606703844797 ,4.021098538509732e-05  ,0.0013295751408575476 ,0.012633798610520225 ,0.016620863160549816 ,   0.08701972404354244  ,0.04253612283301253  ,  1.0292413234710693
isomers/h2o-temelso.etal.exdir          ,5h2o/samples_2h2o ,False  ,True   ,False  ,kcal/mol ,Angstrom ,0.012380120665771667  ,0.017017304495436234  ,0.020271205660327595   ,0.055832739744635984  ,0.056320971810198094 ,0.07333554466847379  ,   6.7764086608953615   ,0.2695348768423554   ,  7.000986814498901
isomers/h2o-temelso.etal.exdir          ,5h2o/samples_3h2o ,False  ,False  ,True   ,kcal/mol ,Angstrom ,0.12939947040926952   ,0.15588700845987977   ,1.7010531584599438     ,0.4421007328228326    ,0.1702820020277116   ,0.2574440377735413   , 125.26434758592322     ,1.731644264301714    ,  4.715748071670532
isomers/h2o-temelso.etal.exdir          ,6h2o              ,True   ,True   ,True   ,kcal/mol ,Angstrom ,2.8828993475128804    ,3.0902383387753       ,76.39658392349381      ,4.428673507215608     ,1.2220145355884062   ,1.8600492174744887   ,1494.626295496662       ,8.087432855207137    , 17.131024599075317
isomers/h2o-temelso.etal.exdir          ,6h2o/samples_1h2o ,True   ,False  ,False  ,kcal/mol ,Angstrom ,0.0010754166797920016 ,0.0010768879742646506 ,5.566501003755949e-05  ,0.0012375454624878601 ,0.012406659064381985 ,0.016575017316752434 ,   0.11868387798987778  ,0.04110908113710108  ,  1.0719773769378662
isomers/h2o-temelso.etal.exdir          ,6h2o/samples_2h2o ,False  ,True   ,False  ,kcal/mol ,Angstrom ,0.01515269824436328   ,0.01941885485405338   ,0.0452510308611351     ,0.07162109840614475   ,0.05066140553539098  ,0.06691452122925202  ,   9.671514806894443    ,0.3178026866865814   ,  8.94419264793396
isomers/h2o-temelso.etal.exdir          ,6h2o/samples_3h2o ,False  ,False  ,True   ,kcal/mol ,Angstrom ,0.11211101428799593   ,0.1374511853025971    ,3.022852534574221      ,0.33242747826332886   ,0.14161868742035597  ,0.22340798748562332  , 215.61607672866614     ,1.6633795594818086   ,  7.431938648223877
isomers/16h2o-yoo.etal.exdir            ,                  ,True   ,True   ,True   ,kcal/mol ,Angstrom ,3.7488698751752088    ,3.7488698751752088    ,14.054025340996185     ,3.7488698751752088    ,1.1049288398531043   ,1.4125501481919025   , 287.3229006466031      ,4.203438069060937    , 22.564738988876343
isomers/16h2o-yoo.etal.exdir            ,samples_1h2o      ,True   ,False  ,False  ,kcal/mol ,Angstrom ,0.0011225886056539511 ,0.0011379430528137436 ,2.0718630263153005e-05 ,0.0014377045294344116 ,0.013068417697698738 ,0.017099698956204803 ,   0.04210555743256776  ,0.049875891929100295 ,  0.9183628559112549
