Time,Learning rate,Train loss,Validation loss,MAE_energy,MAE_forces
165.2310881614685,0.0005,0.009952075304187019,0.0021230576343587017,0.06141316833277233,0.030871758957289986
324.280837059021,0.0005,0.004804584208934102,0.0009779538856455475,0.019469991934660355,0.023597853113379745
496.5013542175293,0.0005,0.003761070419466705,0.003604111692533479,0.09736382011044771,0.03427357269533807
661.9021487236023,0.0005,0.0040355626524542455,0.0006936141872574808,0.03509852128510829,0.01850645677641862
826.2420876026154,0.0005,0.002151388613885501,0.0013178570084419335,0.028625202984141652,0.022861674269040427
991.7237071990967,0.0005,0.0027729797705396777,0.000887352102308796,0.019742179346532794,0.02108104152356585
1152.119052886963,0.0005,0.0020561996182077566,0.0004706028872697061,0.02316473300929647,0.014891786261979076
1315.4534492492676,0.0005,0.001988358982174759,0.0003541021009514225,0.013736754227866186,0.014074816523119807
1477.46821475029,0.0005,0.0014613308855914511,0.00031713643907460207,0.014966867423179792,0.013410726552208265
1639.9284582138062,0.0005,0.0019862351295123516,0.0004382454815913661,0.015066590321381227,0.015368502006555597
1807.1897451877594,0.0005,0.001216210363087157,0.00026514403611690795,0.012232375339372083,0.01222724822587851
1992.146113395691,0.0005,0.0021286943026352675,0.0008392475280343206,0.019366202088596764,0.02095052485499117
2155.0694675445557,0.0005,0.0015369590603222605,0.00022721045029948072,0.009955738146876683,0.011595096655810874
2318.0094974040985,0.0005,0.001045077907736413,0.000254897727848288,0.01413990224339068,0.011814969125307268
2480.111691236496,0.0005,0.0021380826358472407,0.00032314505776776057,0.014264917350432369,0.012569609101240834
2643.1134305000305,0.0005,0.001210526854660202,0.00028065325462557666,0.0166106839418062,0.012134603810186188
2812.2633867263794,0.0005,0.0009799406644906412,0.00026406521245598923,0.01797845174104441,0.011565651160975297
2981.6575458049774,0.0005,0.0011906986619433155,0.0005229464622407249,0.035851347298827024,0.01434564545046952
3167.619110584259,0.0005,0.0016013821994984028,0.0003461156877619942,0.022132835311000236,0.012979805169006188
3355.202709197998,0.0004,0.0009420528617683885,0.00020115510327650555,0.011103824257763335,0.010642166133970022
3543.011075258255,0.0004,0.0005878515979520671,0.0003079500889480187,0.023782131153595402,0.011364805618818436
3739.9657707214355,0.0004,0.0008586633381019056,0.00017339986222486914,0.009293201029242483,0.009930312079273992
3931.6045110225677,0.0004,0.0007216897175239865,0.0003318376782490304,0.015810723982111086,0.01386296346380065
4121.977653980255,0.0004,0.0008667276104542907,0.00016621303308693314,0.013509698154783109,0.009299465381850799
4317.738903999329,0.0004,0.0008155131013754726,0.0001514170073924106,0.011359562367433683,0.009132744965246981
4512.341212511063,0.0004,0.0006224909577795188,0.0002329574088798836,0.009937705702206586,0.011880189638584853
