Time                 ,Learning rate          ,Train loss             ,Validation loss        ,MAE_energy             ,MAE_forces
  158.880850315094   ,0.0005                 ,6.745415927016829e-06  ,2.2410829301122704e-07 ,0.001075905699908617   ,0.00015747520052267376
  308.5567784309387  ,0.0005                 ,6.594460775115607e-06  ,1.663463298771095e-07  ,0.000738395277843665   ,0.00016924405780068978
  461.83282828330994 ,0.0005                 ,6.487143372417848e-06  ,9.370395969909851e-07  ,0.002807957780372817   ,0.00019671351196140879
  616.2403745651245  ,0.0005                 ,6.2697592482354735e-06 ,4.655143500968961e-07  ,0.001600884087220038   ,0.00026853062032670196
  768.0675964355469  ,0.0005                 ,5.944676379986191e-06  ,5.143086507022332e-07  ,0.0009236522940982468  ,0.00037812104989360605
  919.9555358886719  ,0.0005                 ,5.189584829714988e-06  ,6.747747339961308e-07  ,0.0010725481226472767  ,0.00031588520542977173
 1072.9000420570374  ,0.0005                 ,5.042353367056052e-06  ,3.294139629339554e-07  ,0.0007163786077487657  ,0.0003130208084411505
 1225.324711561203   ,0.0005                 ,4.661511447769939e-06  ,4.0017882906973057e-07 ,0.0011857169059221633  ,0.00024681601186576127
 1377.6334037780762  ,0.0004                 ,4.012248243548733e-06  ,2.3152511936830323e-07 ,0.0008688185257133227  ,0.00020604335727316707
 1530.9256463050842  ,0.0004                 ,3.80246617764568e-06   ,1.4335907065254894e-07 ,0.0004937061233476925  ,0.00018075907085935965
 1684.2166373729706  ,0.0004                 ,3.5133554191766338e-06 ,1.9580418469988813e-07 ,0.0005751022584768179  ,0.0002027494890736071
 1838.7396478652954  ,0.0004                 ,3.1557442802583326e-06 ,3.6905429815004e-07    ,0.0012161732018357726  ,0.00021445224310607752
 2005.965589761734   ,0.0004                 ,3.376321304008556e-06  ,1.771064151210311e-07  ,0.0006110775618008119  ,0.00019007587995104215
 2158.3519384860992  ,0.0004                 ,2.8625289284938126e-06 ,1.9153830060192335e-07 ,0.0006857376388115881  ,0.00019826753059600446
