Time,Learning rate,Train loss,Validation loss,MAE_energy,MAE_forces
93.50029826164246,0.0005,0.16937428827630355,0.02220808095985558,0.040938232421875,0.11689713289340337
186.17213320732117,0.0005,0.039070093408226966,0.028377983590355142,0.0637698974609375,0.1323010968317588
277.8724203109741,0.0005,0.02794397688435856,0.012642384551349096,0.0685377197265625,0.08616183056268427
368.86260867118835,0.0005,0.022190990799397695,0.005928666223131586,0.010745361328125,0.06021568177971575
460.57987809181213,0.0005,0.020519180880975908,0.007405519957712386,0.0132952880859375,0.06880801370822721
553.170613527298,0.0005,0.015424353597685694,0.013238760939450003,0.0428614501953125,0.08949454509052965
644.8765189647675,0.0005,0.016650981929036787,0.018759365661302582,0.0282193603515625,0.11027900404731432
736.542325258255,0.0005,0.014420378302689642,0.004446905869321199,0.0180316162109375,0.05293026120629576
829.419760465622,0.0005,0.012833498717634938,0.0077084058712353,0.02006591796875,0.07126480292528868
919.751378774643,0.0005,0.0133614371616859,0.012396526038297452,0.0129071044921875,0.08622714556919203
1010.4086742401123,0.0005,0.011942563678952866,0.006399108608544339,0.0401302490234375,0.0646006449063619
1102.2925207614899,0.0005,0.012357733558863401,0.005289629531471291,0.02335009765625,0.05716516289777226
1193.5122017860413,0.0005,0.011337079339311457,0.015016708173556253,0.06191943359375,0.08389414392163357
1285.5241069793701,0.0005,0.01089690987765789,0.004966649072623113,0.0379696044921875,0.05600058907601568
1376.9084446430206,0.0004,0.005163213968742639,0.0042755036407907026,0.01311083984375,0.051520435695846876
1468.1913900375366,0.0004,0.007128761621162994,0.0013159425647027091,0.0129139404296875,0.027691155989964803
1558.863296031952,0.0004,0.0065862940229999365,0.001647530054615345,0.0046556396484375,0.031561240750054516
1650.3445172309875,0.0004,0.006426211191312177,0.0033426593721233074,0.0186448974609375,0.04550002072337601
1742.587806224823,0.0004,0.006576048545757658,0.006373286281508626,0.024848388671875,0.060125145757363906
1834.2528047561646,0.0004,0.005991561021000962,0.0015573363056464585,0.0097623291015625,0.030977858377827537
1927.2533271312714,0.0004,0.005534878019680036,0.0028609023387834893,0.0192694091796875,0.0433255252059963
2021.3382771015167,0.0004,0.005524025726539548,0.0019220362359192223,0.0091524658203125,0.03232266451873713
2119.949905395508,0.00032,0.0031402599972789177,0.00165926451751875,0.0061822509765625,0.03334092693361971
2215.477201461792,0.00032,0.004728557311362238,0.001853683299923432,0.0084588623046875,0.03449735775258806
2311.0471391677856,0.00032,0.003374148287708522,0.0027214120430580804,0.02809033203125,0.040328149555457965
2404.2981429100037,0.00032,0.005316516752907774,0.0025302029870217665,0.0244307861328125,0.03949687317262093
2498.630019903183,0.00032,0.0029497172534902346,0.0014381119346508057,0.01881494140625,0.03031346045434475
2601.0008528232574,0.00032,0.003225584822808742,0.0014840478673431789,0.012012451171875,0.029619729773037964
2696.3076190948486,0.00025600000000000004,0.0024288691275723977,0.0012525395547854715,0.01855078125,0.02750797502241201
2789.5332069396973,0.00025600000000000004,0.0021016077930034955,0.0030952466021772125,0.0187252197265625,0.043429274146755535
2883.8419501781464,0.00025600000000000004,0.0034064035201008666,0.0034429675103601768,0.02058984375,0.04542699796623654
2977.913829088211,0.00025600000000000004,0.002953639427185408,0.0014268866219645134,0.0124755859375,0.02993557317265206
3071.2815141677856,0.00025600000000000004,0.0022121160155111285,0.0013927969296200899,0.004810546875,0.028446633944080934
3165.281683444977,0.00025600000000000004,0.0022087831247190478,0.0010553082712758623,0.0106878662109375,0.026823763515800236
