Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.1160      -12459.7678  -12460.4768       0.7090   304.7
0.1170      -12459.7709  -12460.4377       0.6668   286.6
0.1180      -12459.7716  -12460.3909       0.6193   266.2
0.1190      -12459.7639  -12460.3359       0.5720   245.8
0.1200      -12459.7717  -12460.3648       0.5931   254.9
0.1210      -12459.7776  -12460.3792       0.6016   258.6
0.1220      -12459.7615  -12460.3329       0.5714   245.6
0.1230      -12459.7743  -12460.4002       0.6258   269.0
0.1240      -12459.7749  -12460.4435       0.6687   287.4
0.1250      -12459.7679  -12460.4325       0.6646   285.6
0.1260      -12459.7700  -12460.4495       0.6795   292.1
0.1270      -12459.7692  -12460.4746       0.7054   303.2
0.1280      -12459.7716  -12460.5061       0.7345   315.7
0.1290      -12459.7726  -12460.5227       0.7500   322.4
0.1300      -12459.7729  -12460.5119       0.7391   317.6
0.1310      -12459.7650  -12460.5086       0.7436   319.6
0.1320      -12459.7780  -12460.5885       0.8105   348.4
0.1330      -12459.7737  -12460.6039       0.8302   356.8
0.1340      -12459.7674  -12460.5753       0.8079   347.2
0.1350      -12459.7665  -12460.5882       0.8217   353.2
0.1360      -12459.7719  -12460.6452       0.8733   375.3
0.1370      -12459.7746  -12460.6703       0.8957   385.0
0.1380      -12459.7707  -12460.6360       0.8653   371.9
0.1390      -12459.7738  -12460.5936       0.8198   352.4
0.1400      -12459.7690  -12460.5429       0.7738   332.6
0.1410      -12459.7736  -12460.5343       0.7607   326.9
0.1420      -12459.7751  -12460.5141       0.7390   317.6
0.1430      -12459.7688  -12460.4454       0.6766   290.8
0.1440      -12459.7646  -12460.4036       0.6390   274.7
0.1450      -12459.7678  -12460.4418       0.6740   289.7
0.1460      -12459.7731  -12460.5117       0.7385   317.4
0.1470      -12459.7757  -12460.5385       0.7627   327.8
0.1480      -12459.7737  -12460.4954       0.7217   310.2
0.1490      -12459.7662  -12460.4446       0.6784   291.6
0.1500      -12459.7764  -12460.4769       0.7005   301.1
0.1510      -12459.7755  -12460.4693       0.6938   298.2
0.1520      -12459.7663  -12460.4111       0.6448   277.1
0.1530      -12459.7675  -12460.4096       0.6421   276.0
0.1540      -12459.7680  -12460.4554       0.6873   295.4
0.1550      -12459.7708  -12460.5329       0.7621   327.6
0.1560      -12459.7742  -12460.6114       0.8372   359.8
0.1570      -12459.7754  -12460.6518       0.8764   376.7
0.1580      -12459.7695  -12460.6643       0.8948   384.6
0.1590      -12459.7778  -12460.7048       0.9270   398.4
0.1600      -12459.7738  -12460.6787       0.9049   388.9
0.1610      -12459.7701  -12460.6098       0.8397   360.9
0.1620      -12459.7672  -12460.5504       0.7832   336.6
0.1630      -12459.7631  -12460.5432       0.7801   335.3
0.1640      -12459.7705  -12460.6335       0.8629   370.9
0.1650      -12459.7806  -12460.7177       0.9372   402.8
0.1660      -12459.7729  -12460.6792       0.9063   389.5
0.1670      -12459.7685  -12460.6336       0.8650   371.8
0.1680      -12459.7751  -12460.6498       0.8748   376.0
0.1690      -12459.7743  -12460.6496       0.8753   376.2
0.1700      -12459.7775  -12460.6019       0.8244   354.3
0.1710      -12459.7659  -12460.4685       0.7026   302.0
0.1720      -12459.7582  -12460.3990       0.6408   275.4
0.1730      -12459.7714  -12460.4933       0.7220   310.3
0.1740      -12459.7818  -12460.5783       0.7964   342.3
0.1750      -12459.7705  -12460.5304       0.7599   326.6
0.1760      -12459.7680  -12460.5015       0.7334   315.2
0.1770      -12459.7696  -12460.5612       0.7917   340.3
0.1780      -12459.7824  -12460.6552       0.8728   375.1
0.1790      -12459.7782  -12460.6003       0.8221   353.3
0.1800      -12459.7601  -12460.4356       0.6755   290.3
0.1810      -12459.7577  -12460.4073       0.6497   279.2
0.1820      -12459.7739  -12460.5517       0.7777   334.3
0.1830      -12459.7814  -12460.6526       0.8712   374.5
0.1840      -12459.7749  -12460.6099       0.8350   358.9
0.1850      -12459.7608  -12460.5410       0.7801   335.3
0.1860      -12459.7661  -12460.6502       0.8842   380.0
0.1870      -12459.7886  -12460.8405       1.0519   452.1
0.1880      -12459.7790  -12460.7964       1.0174   437.3
0.1890      -12459.7598  -12460.6218       0.8620   370.5
0.1900      -12459.7594  -12460.5853       0.8258   354.9
0.1910      -12459.7716  -12460.7063       0.9347   401.7
0.1920      -12459.7833  -12460.8087       1.0254   440.7
0.1930      -12459.7788  -12460.7303       0.9515   409.0
0.1940      -12459.7512  -12460.5879       0.8367   359.6
0.1950      -12459.7702  -12460.7220       0.9519   409.1
0.1960      -12459.7882  -12460.8955       1.1073   475.9
0.1970      -12459.7749  -12460.8292       1.0542   453.1
0.1980      -12459.7630  -12460.6807       0.9176   394.4
0.1990      -12459.7626  -12460.6324       0.8698   373.8
0.2000      -12459.7683  -12460.7046       0.9363   402.4
0.2010      -12459.7851  -12460.7958       1.0108   434.4
0.2020      -12459.7801  -12460.6880       0.9079   390.2
0.2030      -12459.7516  -12460.4917       0.7401   318.1
0.2040      -12459.7671  -12460.5640       0.7969   342.5
0.2050      -12459.7828  -12460.7194       0.9366   402.6
0.2060      -12459.7760  -12460.7119       0.9359   402.2
0.2070      -12459.7658  -12460.6094       0.8436   362.6
0.2080      -12459.7597  -12460.5710       0.8113   348.7
0.2090      -12459.7689  -12460.6857       0.9168   394.0
0.2100      -12459.7870  -12460.8127       1.0257   440.8
0.2110      -12459.7753  -12460.7281       0.9528   409.5
0.2120      -12459.7600  -12460.5908       0.8308   357.1
0.2130      -12459.7662  -12460.6207       0.8546   367.3
0.2140      -12459.7782  -12460.7327       0.9546   410.3
0.2150      -12459.7774  -12460.7472       0.9698   416.8
0.2160      -12459.7671  -12460.6605       0.8934   384.0
0.2170      -12459.7590  -12460.6271       0.8681   373.1
0.2180      -12459.7713  -12460.7521       0.9808   421.5
0.2190      -12459.7825  -12460.8678       1.0853   466.5
0.2200      -12459.7774  -12460.8183       1.0409   447.4
0.2210      -12459.7695  -12460.6703       0.9008   387.2
0.2220      -12459.7600  -12460.5696       0.8096   348.0
0.2230      -12459.7743  -12460.6253       0.8510   365.8
0.2240      -12459.7810  -12460.6474       0.8664   372.4
0.2250      -12459.7657  -12460.5389       0.7732   332.3
0.2260      -12459.7616  -12460.4969       0.7352   316.0
0.2270      -12459.7704  -12460.5880       0.8176   351.4
0.2280      -12459.7732  -12460.7008       0.9276   398.7
0.2290      -12459.7843  -12460.7622       0.9779   420.3
0.2300      -12459.7751  -12460.6466       0.8715   374.6
0.2310      -12459.7569  -12460.5006       0.7437   319.6
0.2320      -12459.7758  -12460.5455       0.7697   330.8
0.2330      -12459.7790  -12460.5530       0.7741   332.7
0.2340      -12459.7648  -12460.4533       0.6884   295.9
0.2350      -12459.7635  -12460.4210       0.6575   282.6
0.2360      -12459.7636  -12460.4990       0.7354   316.1
0.2370      -12459.7715  -12460.6752       0.9037   388.4
0.2380      -12459.7860  -12460.8214       1.0354   445.0
0.2390      -12459.7738  -12460.7646       0.9908   425.8
0.2400      -12459.7601  -12460.6808       0.9207   395.7
0.2410      -12459.7760  -12460.7476       0.9716   417.6
0.2420      -12459.7781  -12460.7723       0.9941   427.3
0.2430      -12459.7732  -12460.6858       0.9126   392.2
0.2440      -12459.7649  -12460.5581       0.7932   340.9
0.2450      -12459.7558  -12460.5202       0.7643   328.5
0.2460      -12459.7697  -12460.6811       0.9115   391.7
0.2470      -12459.7831  -12460.8515       1.0684   459.2
0.2480      -12459.7773  -12460.8416       1.0642   457.4
0.2490      -12459.7669  -12460.7313       0.9644   414.5
0.2500      -12459.7650  -12460.6902       0.9253   397.7
0.2510      -12459.7810  -12460.7354       0.9544   410.2
0.2520      -12459.7793  -12460.6546       0.8753   376.2
0.2530      -12459.7595  -12460.4623       0.7028   302.1
0.2540      -12459.7593  -12460.4190       0.6598   283.6
0.2550      -12459.7726  -12460.5358       0.7632   328.0
0.2560      -12459.7734  -12460.6313       0.8579   368.7
0.2570      -12459.7737  -12460.6763       0.9026   387.9
0.2580      -12459.7741  -12460.6748       0.9007   387.1
0.2590      -12459.7641  -12460.6578       0.8937   384.1
0.2600      -12459.7802  -12460.7241       0.9439   405.7
0.2610      -12459.7782  -12460.6780       0.8998   386.7
0.2620      -12459.7601  -12460.5239       0.7638   328.3
0.2630      -12459.7644  -12460.4840       0.7195   309.2
0.2640      -12459.7686  -12460.5200       0.7514   322.9
0.2650      -12459.7661  -12460.5670       0.8009   344.2
0.2660      -12459.7689  -12460.6492       0.8803   378.4
0.2670      -12459.7723  -12460.7392       0.9669   415.6
0.2680      -12459.7761  -12460.7917       1.0156   436.5
0.2690      -12459.7751  -12460.7632       0.9881   424.7
0.2700      -12459.7658  -12460.6823       0.9165   393.9
0.2710      -12459.7693  -12460.6616       0.8923   383.5
0.2720      -12459.7733  -12460.6537       0.8804   378.4
0.2730      -12459.7690  -12460.5871       0.8181   351.6
0.2740      -12459.7638  -12460.5148       0.7510   322.8
0.2750      -12459.7613  -12460.5210       0.7597   326.5
0.2760      -12459.7729  -12460.6378       0.8650   371.8
0.2770      -12459.7853  -12460.7028       0.9175   394.3
0.2780      -12459.7654  -12460.5768       0.8114   348.7
0.2790      -12459.7530  -12460.5111       0.7581   325.8
0.2800      -12459.7690  -12460.5956       0.8266   355.3
0.2810      -12459.7686  -12460.6054       0.8368   359.7
0.2820      -12459.7636  -12460.5108       0.7472   321.1
0.2830      -12459.7556  -12460.3902       0.6345   272.7
0.2840      -12459.7485  -12460.3812       0.6327   271.9
0.2850      -12459.7701  -12460.5581       0.7881   338.7
0.2860      -12459.7818  -12460.6317       0.8498   365.3
0.2870      -12459.7527  -12460.4701       0.7174   308.3
0.2880      -12459.7512  -12460.4528       0.7016   301.6
0.2890      -12459.7717  -12460.6142       0.8425   362.1
0.2900      -12459.7716  -12460.6629       0.8913   383.1
0.2910      -12459.7650  -12460.5558       0.7908   339.9
0.2920      -12459.7506  -12460.4083       0.6577   282.7
0.2930      -12459.7519  -12460.4284       0.6764   290.7
0.2940      -12459.7765  -12460.5819       0.8054   346.2
0.2950      -12459.7748  -12460.5472       0.7724   332.0
0.2960      -12459.7477  -12460.3678       0.6201   266.5
0.2970      -12459.7541  -12460.4068       0.6527   280.5
0.2980      -12459.7728  -12460.5924       0.8196   352.3
0.2990      -12459.7717  -12460.6468       0.8751   376.1
0.3000      -12459.7606  -12460.5541       0.7935   341.0
