Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0480      -21628.5227  -21630.2117       1.6890   363.0
0.0490      -21628.5291  -21630.3469       1.8179   390.7
0.0500      -21628.5320  -21630.4046       1.8726   402.4
0.0510      -21628.5266  -21630.3437       1.8171   390.5
0.0520      -21628.5198  -21630.2430       1.7232   370.3
0.0530      -21628.5193  -21630.2043       1.6850   362.1
0.0540      -21628.5235  -21630.2403       1.7168   368.9
0.0550      -21628.5293  -21630.2858       1.7565   377.5
0.0560      -21628.5294  -21630.2567       1.7274   371.2
0.0570      -21628.5224  -21630.1531       1.6306   350.4
0.0580      -21628.5172  -21630.0744       1.5573   334.7
0.0590      -21628.5187  -21630.0981       1.5794   339.4
0.0600      -21628.5242  -21630.2018       1.6776   360.5
0.0610      -21628.5270  -21630.3052       1.7782   382.1
0.0620      -21628.5259  -21630.3666       1.8407   395.6
0.0630      -21628.5264  -21630.3978       1.8714   402.2
0.0640      -21628.5274  -21630.3959       1.8684   401.5
0.0650      -21628.5265  -21630.3496       1.8231   391.8
0.0660      -21628.5248  -21630.2708       1.7460   375.2
0.0670      -21628.5207  -21630.1871       1.6664   358.1
0.0680      -21628.5173  -21630.1579       1.6406   352.6
0.0690      -21628.5201  -21630.2287       1.7086   367.2
0.0700      -21628.5276  -21630.3552       1.8276   392.7
0.0710      -21628.5311  -21630.4281       1.8971   407.7
0.0720      -21628.5267  -21630.3989       1.8721   402.3
0.0730      -21628.5229  -21630.3268       1.8038   387.6
0.0740      -21628.5234  -21630.2683       1.7449   375.0
0.0750      -21628.5231  -21630.2230       1.7000   365.3
0.0760      -21628.5240  -21630.1901       1.6661   358.0
0.0770      -21628.5258  -21630.1531       1.6272   349.7
0.0780      -21628.5225  -21630.0926       1.5701   337.4
0.0790      -21628.5195  -21630.0521       1.5326   329.4
0.0800      -21628.5219  -21630.0693       1.5474   332.5
0.0810      -21628.5241  -21630.1113       1.5871   341.1
0.0820      -21628.5218  -21630.1487       1.6269   349.6
0.0830      -21628.5207  -21630.2135       1.6929   363.8
0.0840      -21628.5256  -21630.3204       1.7948   385.7
0.0850      -21628.5299  -21630.4020       1.8721   402.3
0.0860      -21628.5299  -21630.3946       1.8646   400.7
0.0870      -21628.5290  -21630.2909       1.7619   378.6
0.0880      -21628.5240  -21630.1109       1.5869   341.0
0.0890      -21628.5167  -21629.9319       1.4152   304.1
0.0900      -21628.5152  -21629.8586       1.3434   288.7
0.0910      -21628.5204  -21629.9119       1.3915   299.0
0.0920      -21628.5243  -21630.0182       1.4940   321.0
0.0930      -21628.5235  -21630.1198       1.5963   343.0
0.0940      -21628.5247  -21630.2190       1.6943   364.1
0.0950      -21628.5270  -21630.2996       1.7726   380.9
0.0960      -21628.5256  -21630.3314       1.8058   388.1
0.0970      -21628.5242  -21630.3315       1.8073   388.4
0.0980      -21628.5249  -21630.3190       1.7940   385.5
0.0990      -21628.5234  -21630.2898       1.7665   379.6
0.1000      -21628.5223  -21630.2647       1.7423   374.4
0.1010      -21628.5252  -21630.2549       1.7297   371.7
0.1020      -21628.5265  -21630.2234       1.6969   364.7
0.1030      -21628.5220  -21630.1577       1.6357   351.5
0.1040      -21628.5188  -21630.1213       1.6025   344.4
0.1050      -21628.5215  -21630.1618       1.6403   352.5
0.1060      -21628.5247  -21630.2470       1.7223   370.1
0.1070      -21628.5257  -21630.3313       1.8055   388.0
0.1080      -21628.5285  -21630.3905       1.8620   400.1
0.1090      -21628.5290  -21630.3827       1.8537   398.4
0.1100      -21628.5250  -21630.2974       1.7724   380.9
0.1110      -21628.5216  -21630.1850       1.6634   357.5
0.1120      -21628.5193  -21630.0987       1.5794   339.4
0.1130      -21628.5174  -21630.0773       1.5599   335.2
0.1140      -21628.5188  -21630.1498       1.6311   350.5
0.1150      -21628.5258  -21630.2921       1.7663   379.6
0.1160      -21628.5309  -21630.4033       1.8724   402.4
0.1170      -21628.5283  -21630.4122       1.8839   404.8
0.1180      -21628.5253  -21630.3513       1.8261   392.4
0.1190      -21628.5243  -21630.2683       1.7440   374.8
0.1200      -21628.5228  -21630.1825       1.6598   356.7
0.1210      -21628.5233  -21630.1111       1.5878   341.2
0.1220      -21628.5248  -21630.0427       1.5178   326.2
0.1230      -21628.5232  -21629.9555       1.4323   307.8
0.1240      -21628.5192  -21629.8746       1.3554   291.3
0.1250      -21628.5195  -21629.8553       1.3358   287.1
0.1260      -21628.5227  -21629.8956       1.3729   295.0
0.1270      -21628.5222  -21629.9543       1.4321   307.8
0.1280      -21628.5200  -21630.0384       1.5183   326.3
0.1290      -21628.5226  -21630.1753       1.6528   355.2
0.1300      -21628.5276  -21630.3276       1.8000   386.8
0.1310      -21628.5313  -21630.4164       1.8851   405.1
0.1320      -21628.5314  -21630.3824       1.8510   397.8
0.1330      -21628.5261  -21630.2281       1.7020   365.8
0.1340      -21628.5183  -21630.0382       1.5199   326.6
0.1350      -21628.5158  -21629.9301       1.4144   303.9
0.1360      -21628.5215  -21629.9409       1.4194   305.0
0.1370      -21628.5263  -21629.9917       1.4654   314.9
0.1380      -21628.5247  -21630.0139       1.4892   320.0
0.1390      -21628.5227  -21630.0260       1.5033   323.1
0.1400      -21628.5232  -21630.0568       1.5336   329.6
0.1410      -21628.5237  -21630.1010       1.5774   339.0
0.1420      -21628.5243  -21630.1471       1.6228   348.7
0.1430      -21628.5237  -21630.1833       1.6596   356.6
0.1440      -21628.5214  -21630.2181       1.6968   364.6
0.1450      -21628.5211  -21630.2850       1.7639   379.1
0.1460      -21628.5277  -21630.3809       1.8531   398.2
0.1470      -21628.5324  -21630.4130       1.8806   404.1
0.1480      -21628.5262  -21630.3223       1.7962   386.0
0.1490      -21628.5180  -21630.2006       1.6826   361.6
0.1500      -21628.5180  -21630.1691       1.6511   354.8
0.1510      -21628.5229  -21630.2339       1.7110   367.7
0.1520      -21628.5286  -21630.3171       1.7886   384.4
0.1530      -21628.5307  -21630.3271       1.7964   386.1
0.1540      -21628.5258  -21630.2300       1.7042   366.2
0.1550      -21628.5188  -21630.0943       1.5755   338.6
0.1560      -21628.5179  -21630.0212       1.5033   323.1
0.1570      -21628.5230  -21630.0254       1.5023   322.9
0.1580      -21628.5241  -21630.0407       1.5167   325.9
0.1590      -21628.5203  -21630.0538       1.5335   329.5
0.1600      -21628.5203  -21630.1160       1.5957   342.9
0.1610      -21628.5243  -21630.2304       1.7061   366.6
0.1620      -21628.5282  -21630.3381       1.8099   388.9
0.1630      -21628.5311  -21630.3735       1.8423   395.9
0.1640      -21628.5281  -21630.2966       1.7685   380.1
0.1650      -21628.5197  -21630.1586       1.6389   352.2
0.1660      -21628.5157  -21630.0845       1.5688   337.1
0.1670      -21628.5239  -21630.1269       1.6030   344.5
0.1680      -21628.5324  -21630.1705       1.6382   352.0
0.1690      -21628.5296  -21630.0940       1.5644   336.2
0.1700      -21628.5208  -21629.9366       1.4158   304.2
0.1710      -21628.5165  -21629.8293       1.3128   282.1
0.1720      -21628.5177  -21629.8447       1.3269   285.2
0.1730      -21628.5233  -21629.9618       1.4385   309.1
0.1740      -21628.5281  -21630.0919       1.5638   336.1
0.1750      -21628.5269  -21630.1609       1.6341   351.2
0.1760      -21628.5227  -21630.1861       1.6635   357.5
0.1770      -21628.5242  -21630.2274       1.7033   366.0
0.1780      -21628.5299  -21630.2656       1.7356   373.0
0.1790      -21628.5281  -21630.2271       1.6991   365.1
0.1800      -21628.5212  -21630.1402       1.6189   347.9
0.1810      -21628.5206  -21630.0991       1.5784   339.2
0.1820      -21628.5238  -21630.1171       1.5933   342.4
0.1830      -21628.5255  -21630.1473       1.6218   348.5
0.1840      -21628.5280  -21630.1524       1.6244   349.1
0.1850      -21628.5273  -21630.0937       1.5663   336.6
0.1860      -21628.5200  -21629.9855       1.4656   315.0
0.1870      -21628.5141  -21629.9366       1.4225   305.7
0.1880      -21628.5199  -21630.0277       1.5078   324.0
0.1890      -21628.5278  -21630.1793       1.6514   354.9
0.1900      -21628.5280  -21630.2762       1.7482   375.7
0.1910      -21628.5252  -21630.3099       1.7848   383.5
0.1920      -21628.5242  -21630.3216       1.7974   386.3
0.1930      -21628.5239  -21630.3299       1.8060   388.1
0.1940      -21628.5257  -21630.3345       1.8088   388.7
0.1950      -21628.5276  -21630.3053       1.7778   382.0
0.1960      -21628.5239  -21630.2196       1.6958   364.4
0.1970      -21628.5179  -21630.1342       1.6163   347.3
0.1980      -21628.5203  -21630.1317       1.6115   346.3
0.1990      -21628.5281  -21630.1776       1.6495   354.5
0.2000      -21628.5288  -21630.1616       1.6328   350.9
0.2010      -21628.5234  -21630.0686       1.5452   332.1
0.2020      -21628.5186  -21629.9769       1.4583   313.4
0.2030      -21628.5167  -21629.9635       1.4468   310.9
0.2040      -21628.5199  -21630.0550       1.5352   329.9
0.2050      -21628.5265  -21630.1991       1.6726   359.4
0.2060      -21628.5303  -21630.2960       1.7657   379.4
0.2070      -21628.5271  -21630.2930       1.7659   379.5
0.2080      -21628.5209  -21630.2422       1.7213   369.9
0.2090      -21628.5218  -21630.2325       1.7107   367.6
0.2100      -21628.5256  -21630.2575       1.7319   372.2
0.2110      -21628.5264  -21630.2615       1.7351   372.9
0.2120      -21628.5264  -21630.2252       1.6988   365.1
0.2130      -21628.5238  -21630.1551       1.6312   350.5
0.2140      -21628.5215  -21630.0914       1.5699   337.4
0.2150      -21628.5248  -21630.0626       1.5378   330.5
0.2160      -21628.5280  -21630.0200       1.4920   320.6
0.2170      -21628.5240  -21629.9192       1.3952   299.8
0.2180      -21628.5163  -21629.8199       1.3037   280.2
0.2190      -21628.5154  -21629.8344       1.3190   283.5
0.2200      -21628.5229  -21629.9758       1.4529   312.2
0.2210      -21628.5286  -21630.1376       1.6090   345.8
0.2220      -21628.5305  -21630.2282       1.6976   364.8
0.2230      -21628.5284  -21630.2177       1.6893   363.0
0.2240      -21628.5212  -21630.1463       1.6251   349.2
0.2250      -21628.5177  -21630.1207       1.6030   344.5
0.2260      -21628.5237  -21630.1888       1.6651   357.8
0.2270      -21628.5303  -21630.2653       1.7350   372.9
0.2280      -21628.5293  -21630.2533       1.7240   370.5
0.2290      -21628.5233  -21630.1633       1.6400   352.4
0.2300      -21628.5217  -21630.0756       1.5539   333.9
0.2310      -21628.5230  -21630.0171       1.4941   321.1
0.2320      -21628.5233  -21629.9687       1.4453   310.6
0.2330      -21628.5230  -21629.9221       1.3991   300.7
0.2340      -21628.5196  -21629.8892       1.3696   294.3
0.2350      -21628.5162  -21629.9250       1.4087   302.7
0.2360      -21628.5211  -21630.0744       1.5533   333.8
0.2370      -21628.5299  -21630.2668       1.7369   373.3
0.2380      -21628.5323  -21630.3739       1.8417   395.8
0.2390      -21628.5260  -21630.3612       1.8352   394.4
0.2400      -21628.5203  -21630.3172       1.7969   386.1
0.2410      -21628.5210  -21630.3263       1.8053   388.0
0.2420      -21628.5246  -21630.3819       1.8573   399.1
0.2430      -21628.5297  -21630.4238       1.8941   407.0
0.2440      -21628.5307  -21630.3762       1.8455   396.6
0.2450      -21628.5238  -21630.2280       1.7042   366.2
0.2460      -21628.5180  -21630.0774       1.5595   335.1
0.2470      -21628.5193  -21630.0109       1.4916   320.5
0.2480      -21628.5226  -21630.0149       1.4923   320.7
0.2490      -21628.5235  -21630.0404       1.5169   326.0
0.2500      -21628.5210  -21630.0756       1.5546   334.1
0.2510      -21628.5221  -21630.1503       1.6283   349.9
0.2520      -21628.5264  -21630.2500       1.7237   370.4
0.2530      -21628.5286  -21630.3133       1.7847   383.5
0.2540      -21628.5276  -21630.3054       1.7778   382.0
0.2550      -21628.5229  -21630.2440       1.7211   369.9
0.2560      -21628.5190  -21630.2003       1.6814   361.3
0.2570      -21628.5224  -21630.2297       1.7073   366.9
0.2580      -21628.5291  -21630.2837       1.7546   377.1
0.2590      -21628.5309  -21630.2666       1.7358   373.0
0.2600      -21628.5259  -21630.1530       1.6271   349.7
0.2610      -21628.5203  -21630.0135       1.4931   320.9
0.2620      -21628.5190  -21629.9293       1.4104   303.1
0.2630      -21628.5197  -21629.9233       1.4035   301.6
0.2640      -21628.5236  -21629.9762       1.4526   312.2
0.2650      -21628.5273  -21630.0280       1.5006   322.5
0.2660      -21628.5250  -21630.0294       1.5044   323.3
0.2670      -21628.5218  -21630.0150       1.4933   320.9
0.2680      -21628.5234  -21630.0329       1.5094   324.4
0.2690      -21628.5258  -21630.0660       1.5402   331.0
0.2700      -21628.5250  -21630.0821       1.5571   334.6
0.2710      -21628.5215  -21630.0931       1.5716   337.7
0.2720      -21628.5207  -21630.1472       1.6265   349.5
0.2730      -21628.5238  -21630.2550       1.7312   372.0
0.2740      -21628.5283  -21630.3670       1.8388   395.1
0.2750      -21628.5319  -21630.4110       1.8791   403.8
0.2760      -21628.5306  -21630.3327       1.8021   387.3
0.2770      -21628.5230  -21630.1577       1.6347   351.3
0.2780      -21628.5170  -21630.0016       1.4847   319.1
0.2790      -21628.5188  -21629.9557       1.4369   308.8
0.2800      -21628.5238  -21629.9983       1.4745   316.9
0.2810      -21628.5251  -21630.0582       1.5332   329.5
0.2820      -21628.5248  -21630.1086       1.5837   340.3
0.2830      -21628.5246  -21630.1501       1.6255   349.3
0.2840      -21628.5215  -21630.1912       1.6696   358.8
0.2850      -21628.5204  -21630.2724       1.7521   376.5
0.2860      -21628.5251  -21630.4046       1.8796   403.9
0.2870      -21628.5295  -21630.5195       1.9900   427.6
0.2880      -21628.5290  -21630.5512       2.0223   434.6
0.2890      -21628.5269  -21630.5053       1.9784   425.2
0.2900      -21628.5271  -21630.4122       1.8851   405.1
0.2910      -21628.5254  -21630.2741       1.7487   375.8
0.2920      -21628.5206  -21630.1168       1.5962   343.0
0.2930      -21628.5184  -21630.0048       1.4863   319.4
0.2940      -21628.5190  -21629.9705       1.4515   311.9
0.2950      -21628.5197  -21630.0082       1.4884   319.9
0.2960      -21628.5235  -21630.1010       1.5775   339.0
0.2970      -21628.5292  -21630.1905       1.6613   357.0
0.2980      -21628.5292  -21630.1991       1.6699   358.9
0.2990      -21628.5235  -21630.1312       1.6078   345.5
0.3000      -21628.5209  -21630.0702       1.5493   332.9
