Time,Learning rate,Train loss,Validation loss,MAE_energy,MAE_forces
254.31635093688965,0.0005,0.050690155959552306,0.014916808085419082,0.04627083333333333,0.09440678107624031
508.4540584087372,0.0005,0.014169854378618766,0.018105675031712357,0.053145263671875,0.09481383298667025
800.2422201633453,0.0005,0.011710754001066864,0.007504726219155903,0.10977681477864583,0.05813594449554266
1064.4581253528595,0.0005,0.008800223185292756,0.0054309939182373155,0.0282647705078125,0.05671393176214993
1332.3010320663452,0.0005,0.008376583462726558,0.006257329290514463,0.022631062825520833,0.06033707656733492
1585.394897699356,0.0005,0.007171923190394106,0.004078556549381271,0.0335732421875,0.048122123559897305
1837.5930955410004,0.0005,0.006689964914786591,0.004155166627276534,0.018943806966145834,0.048966861687291516
2097.538789510727,0.0005,0.005455370307444051,0.008359242246107897,0.028845296223958334,0.07029789296935872
2348.8368060588837,0.0005,0.0063578645186159214,0.0062438531884545226,0.03182230631510417,0.05903524221755498
2611.9377357959747,0.0005,0.004828059764937886,0.003797193562463993,0.033010498046875,0.04576934391171155
2868.4213333129883,0.0005,0.005223856024737567,0.0035307389501079644,0.0308980712890625,0.04364544493509454
3124.086275100708,0.0005,0.0049653916975148605,0.002688471451820078,0.020237345377604167,0.039636727085548336
3384.0607204437256,0.0005,0.004661736596239886,0.004169885702940519,0.022646809895833335,0.04848744280354161
3648.2580392360687,0.0005,0.004220482691111102,0.00841996768002476,0.14405928548177083,0.05835045514494234
3901.2690036296844,0.0005,0.004088336690474534,0.009786016115947859,0.04027119954427083,0.06819990701878319
4172.078694105148,0.0005,0.004438666198618497,0.004254422218029504,0.014890706380208334,0.0461725595935176
4432.129394769669,0.0005,0.004326137352598986,0.010451016393262156,0.0348828125,0.07241930013306803
4710.215516090393,0.0005,0.003470486306929767,0.003172340233887856,0.019177775065104166,0.04255246976890739
4974.399534702301,0.0004,0.0024940089216906928,0.001901652811509848,0.027807413736979168,0.03169215485846915
5241.990585327148,0.0004,0.0029818374121095984,0.003218649527555196,0.0150118408203125,0.04124001978260097
5523.833258390427,0.0004,0.002256537064895383,0.002596654845830926,0.03762691243489583,0.0369295554342687
5798.208804607391,0.0004,0.0027376301849411297,0.002312634032271186,0.021163248697916668,0.03457450457313482
6073.22870516777,0.0004,0.002468600169550579,0.0018860397408498103,0.015448404947916666,0.03168008604361366
6470.25047492981,0.0004,0.002454113286691912,0.0025104674446483843,0.05110017903645833,0.035139711681791815
6758.121120929718,0.0004,0.002167067944254086,0.004204705321072349,0.027599527994791668,0.04745101241534468
7065.387254953384,0.0004,0.0023449962244315734,0.0021157759635449715,0.016680501302083334,0.03369403075811866
7336.123026847839,0.0004,0.002174004649646425,0.002351659900166548,0.014307861328125,0.03474084511287789
7597.587781429291,0.0004,0.002233277647581417,0.002233788427285617,0.02072119140625,0.03510187826559049
7867.609093427658,0.0004,0.0019761753742895964,0.0017325839254638898,0.027182657877604165,0.029948329593149046
8132.261330366135,0.0004,0.0021120983725534948,0.0024348675768887914,0.0221982421875,0.03507395993729145
